name	map_to
Imidazothiazoles	ISA48909
Lanthanide hydroxides	ISA33775; ISA52625
Lanthanide hypobromites	ISA33775; HP29250
Lanthanide hypochlorites	ISA33775; HP29222
Lanthanide hyponitrites	ISA33775
Lanthanide hypophosphites	ISA33775; HP29198
Lanthanide iodates	ISA33775; ISA24856
Lanthanide nitrites	ISA33775; ISA46648
Lanthanide nitrates	ISA33775; ISA51084
Lanthanide orthonitrates	ISA33775
Lanthanide perbromates	ISA33775; HP29246
Lanthanide perchlorates	ISA33775; HP49706
Lanthanide periodates	ISA33775; HP49826
Lanthanide permanganates	ISA33775; HP25939
Lanthanide peroxynitrates	ISA33775; HP29270
Lanthanide peroxynitrites	ISA33775; HP25941
Lanthanide perrhenates	ISA33775; HP49858
Lanthanide pertechnetates	ISA33775; ISA26865
Lanthanide phosphites	ISA33775; HP45064
Lanthanide phosphates	ISA33775; ISA24838
Lanthanide pyrophosphates	ISA33775; HP18361
Lanthanide selenates	ISA33775; HP15075
Lanthanide selenites	ISA33775; ISA48840
Lanthanide sulfates	ISA33775; ISA24840
Lanthanide sulfites	ISA33775; ISA48857
Lanthanide superoxides	ISA33775; HP18421
Oxaphospholanes	ISA25710; ISA36963; ISA33670
Lanthanide peroxomonosulfates	ISA33775; ISA33424
Lanthanide peroxodisulfates	ISA33775; ISA33424
Lanthanide pyrosulfates	ISA33775; HP45163
Lanthanide tetrathionates	ISA33775; HP15226
Lanthanide thiosulfates	ISA33775; ISA26977
Lanthanide dithionites	ISA33775; HP42160
Lanthanide hyposulfites	ISA33775
Metalloid bromates	ISA22923
Metalloid chlorates	ISA23109
Metalloid chlorites	ISA23118
Metalloid chromates	ISA33560; HP35404
Metalloid chromites	ISA33560; ISA23237
Metalloid cyanates	ISA36831
Imidazodithiazoles	ISA33672; ISA38106; ISA38101
Metalloid hydroxides	ISA33560; ISA52625
Metalloid hypobromites	ISA24839; HP29250
Metalloid hypochlorites	ISA24839; HP29222
Metalloid hyponitrites	ISA24839; HP18210
Metalloid hypophosphites	ISA24839; HP29198
Metalloid iodates	ISA24839; HP29226
Metalloid nitrites	ISA46648
Metalloid nitrates	ISA51084
Metalloid orthonitrates	ISA24839
Metalloid perbromates	ISA24839; HP29246
Metalloid perchlorates	ISA24839; HP49706
Metalloid periodates	ISA24839; HP49826
Metalloid permanganates	ISA24839; HP25939
Metalloid peroxynitrates	ISA24839; HP29270
Metalloid peroxynitrites	ISA24839; HP25941
Metalloid perrhenates	ISA24839; ISA37241
Metalloid pertechnetates	ISA24839; ISA26865
Metalloid phosphites	ISA24839; HP26045
Metalloid phosphates	ISA24839; HP24838
Metalloid pyrophosphates	ISA24839; HP24839
Metalloid selenates	ISA24839; HP15075
Metalloid selenites	ISA24839; HP18212
Metalloid sulfates	ISA24840
Metalloid sulfites	ISA48857
Metalloid superoxides	ISA24839; HP18421
Dioxaphospholanes	ISA38104; ISA25710
Metalloid peroxomonosulfates	ISA24839; HP29288
Metalloid peroxodisulfates	ISA24839; HP29267
Metalloid pyrosulfates	ISA24839; HP45163
Metalloid tetrathionates	ISA24839; HP26936
Metalloid thiosulfates	ISA24839; HP16094
Metalloid dithionites	ISA24839; HP42160
Metalloid hyposulfites	ISA24839; HP33482
Transition metal bromates	ISA33497; ISA22923
Transition metal chlorates	ISA33497; ISA23109
Transition metal chlorites	ISA33497; ISA23118
Transition metal chromates	ISA33497; HP35402
Transition metal chromites	ISA33497; HP35402
Transition metal cyanates	ISA33497; ISA36831
Imidazodithiazolethiones	ISA27171; ISA38101; ISA38106
Transition metal hydroxides	ISA33497; ISA33977
Transition metal hypobromites	ISA33497; HP29250
Transition metal hypochlorites	ISA33497; HP29222
Transition metal hyponitrites	ISA33497; HP33458
Transition metal hypophosphites	ISA33497; HP24759
Transition metal iodates	ISA33497; ISA24856
Transition metal nitrates	ISA33497; ISA51084
Transition metal orthonitrates	ISA33497; HP33458
Transition metal perbromates	ISAHP29246; ISA33497
Transition metal perchlorates	ISAHP49706; ISA33497
Transition metal periodates	ISAHP49826; ISA33497
Transition metal permanganates	ISAHP25939; ISA33497
Transition metal peroxynitrates	ISA33497; HP29270
Transition metal peroxynitrites	ISA33497; HP25941
Transition metal perrhenates	ISA33497; HP37242
Transition metal pertechnetates	ISA33497; ISA26865
Transition metal phosphites	ISA33497; HP26045
Transition metal phosphates	ISA33497; HP35780
Transition metal pyrophosphates	ISA33497; HP33461
Transition metal selenates	ISA33497; HP15075
Transition metal selenites	ISA33497; ISA48840
Transition metal sulfates	ISA33497; ISA35175
Transition metal sulfites	ISA33497; ISA48857
Transition metal superoxides	ISA33497; HP18421
Phospholes	ISA25710
Transition metal peroxomonosulfates	ISA33497; ISA33424
Transition metal peroxodisulfates	ISA33497; ISA33424
Transition metal pyrosulfates	ISA33497; ISA33424
Transition metal tetrathionates	ISA33497; ISA26835
Transition metal thiosulfates	ISA33497; ISA26835
Transition metal dithionites	ISA33497; ISA26835
Transition metal hyposulfites	ISA33497; ISA26835
Actinide aluminates	ISA33498; HP36668
Actinide antimonates	ISA33498; HP36921
Actinide antimonites	ISA33498; HP30297
Actinide arsenates	ISA33498; HP22629
Actinide arsenites	ISA33498; HP22633
Actinide bisulfites	ISA33498; HP17137
Actinide borates	ISA33498; HP22908
Actinide ferrates	ISA33498; HP33892
Actinide manganates	ISA33498; HP25152
Actinide molybdates	ISA33498; HP36264
Actinide plumbates	ISA33498; HP37185
Actinide plumbites	ISA33498; HP37185
Actinide silicates	ISA33498; HP48123
Actinide stannates	ISA33498; HP50535
Actinide stannites	ISA33498; HP50535
Actinide tellurates	ISA33498; HP30464
Actinide tellurites	ISA33498; HP30477
Actinide tetrahydroxyborates	ISA33498; HP41132
Actinide tungstates	ISA33498; HP46502
Actinide orthovanadates	ISA33498; HP30528
Alkali metal aluminates	ISA35479; HP36668
Alkali metal antimonates	ISA35479; HP36921
Alkali metal antimonites	ISA35479; HP30297
Alkali metal arsenates	ISA35479; HP22629
Alkali metal arsenites	ISA35479; HP22633
Alkali metal bisulfites	ISA35479; HP17137
Alkali metal borates	ISA35479; HP22908
Alkali metal ferrates	ISA35479; HP33892
Alkali metal manganates	ISA35479; HP25152
Alkali metal molybdates	ISA35479;HP36264
Alkali metal plumbates	ISA35479; HP37185
Alkali metal plumbites	ISA35479; HP37185
Alkali metal silicates	ISA35479; HP48123
Alkali metal stannates	ISA35479; HP50535
Alkali metal stannites	ISA35479; HP50535
Alkali metal tellurates	ISA35479; HP30464
Alkali metal tellurites	ISA35479; HP30477
Alkali metal tetrahydroxyborates	ISA35479; HP41132
Alkali metal tungstates	ISA35479; HP46502
Alkali metal orthovanadates	ISA35479; HP30528
Alkaline earth metal aluminates	ISA36364; HP36668
Alkaline earth metal antimonates	ISA36364; HP36921
Alkaline earth metal antimonites	ISA36364; HP30297
Alkaline earth metal arsenates	ISA36364; HP22629
Alkaline earth metal arsenites	ISA36364; HP22633
Alkaline earth metal bisulfites	ISA36364; HP17137
Alkaline earth metal borates	ISA36364; HP22908
Alkaline earth metal ferrates	ISA36364; HP33892
Alkaline earth metal manganates	ISA36364; HP25152
Alkaline earth metal molybdates	ISA36364; HP36264
Alkaline earth metal plumbates	ISA36364; HP37185
Alkaline earth metal plumbites	ISA36364; HP37185
Alkaline earth metal silicates	ISA36364; HP48123
Alkaline earth metal stannates	ISA36364; HP50535
Alkaline earth metal stannites	ISA36364; HP50535
Alkaline earth metal tellurates	ISA36364; HP30464
Alkaline earth metal tellurites	ISA36364; HP30477
Alkaline earth metal tetrahydroxyborates	ISA36364; HP41132
Alkaline earth metal tungstates	ISA36364; HP46502
Alkaline earth metal orthovanadates	ISA36364; HP30528
Post-transition metal aluminates	ISA33675; HP36668
Post-transition metal antimonates	ISA33675; HP36921
Post-transition metal antimonites	ISA33675; HP30297
Post-transition metal arsenates	ISA33675; HP22629
Post-transition metal arsenites	ISA33675; HP22633
Post-transition metal bisulfites	ISA33675; HP17137
Post-transition metal borates	ISA33675; HP22908
Post-transition metal ferrates	ISA33675; HP 33892
Post-transition metal manganates	ISA33675; HP25152
Post-transition metal molybdates	ISA33675; HP36264
Post-transition metal plumbates	ISA33675; HP37185
Post-transition metal plumbites	ISA33675; HP37185
Post-transition metal silicates	ISA33675; HP48123
Post-transition metal stannates	ISA33675; HP50535
Post-transition metal stannites	ISA33675; HP50535
Post-transition metal tellurates	ISA33675; HP30464
Post-transition metal tellurites	ISA33675; HP30477
Post-transition metal tetrahydroxyborates	ISA33675; HP41132
Post-transition metal tungstates	ISA33675; HP46502
Post-transition metal orthovanadates	ISA33675; HP30528
Lanthanide aluminates	ISA33775; HP36668
Lanthanide antimonates	ISA33775; HP36921
Lanthanide antimonites	ISA33775; HP30297
Lanthanide arsenates	ISA33775; HP22629
Lanthanide arsenites	ISA33775; HP22633
Lanthanide bisulfites	ISA33775; HP17137
Lanthanide borates	ISA33775; HP22908
Lanthanide ferrates	ISA33775; HP33892
Lanthanide manganates	ISA33775; HP25152
Lanthanide molybdates	ISA33775; HP36264
Lanthanide plumbates	ISA33775; HP37185
Lanthanide plumbites	ISA33775; HP37185
Lanthanide silicates	ISA33775; HP48123
Lanthanide stannates	ISA33775; HP50535
Lanthanide stannites	ISA33775; HP50535
Lanthanide tellurates	ISA33775; HP30464
Lanthanide tellurites	ISA33775; HP30477
Lanthanide tetrahydroxyborates	ISA33775; HP41132
Lanthanide tungstates	ISA33775; HP46502
Lanthanide orthovanadates	ISA33775; HP30528
Metalloid aluminates	ISA33675; HP36668
Metalloid antimonates	ISA33675; HP36921
Metalloid antimonites	ISA33675; HP30297
Metalloid arsenates	ISA33675; HP22629
Metalloid arsenites	ISA33675; HP22633
Metalloid bisulfites	ISA33675; HP17137
Metalloid borates	ISA33675; HP22908
Metalloid ferrates	ISA33675; HP33892
Metalloid manganates	ISA33675; HP25152
Metalloid molybdates	ISA33675; HP36264
Metalloid plumbates	ISA33675; HP37185
Metalloid silicates	ISA33675; HP48123
Metalloid stannates	ISA33675; HP50535
Metalloid stannites	ISA33675; HP50535
Metalloid tellurates	ISA33675; HP30464
Metalloid tellurites	ISA33675; HP30477
Metalloid tetrahydroxyborates	ISA33675; HP41132
Metalloid tungstates	ISA33675; HP46502
Metalloid orthovanadates	ISA33675; HP30528
Transition metal aluminates	ISA33497; HP36668
Transition metal antimonates	ISA33497; HP36921
Transition metal antimonites	ISA33497; HP30297
Transition metal arsenates	ISA33497; HP22629
Transition metal arsenites	ISA33497; HP22633
Transition metal bisulfites	ISA33497; HP17137
Transition metal borates	ISA33497; HP22908
Transition metal manganates	ISA33497; HP25152
Transition metal molybdates	ISA33497; HP36264
Transition metal plumbates	ISA33497; HP37185
Transition metal plumbites	ISA33497; HP37185
Transition metal silicates	ISA33497; HP48123
Transition metal stannates	ISA33497; HP50535
Transition metal stannites	ISA33497; HP50535
Transition metal tellurates	ISA33497; HP30464
Transition metal tellurites	ISA33497; HP30477
Transition metal tetrahydroxyborates	HP41132; ISA33497
Transition metal tungstates	HP46502; ISA33497
Transition metal orthovanadates	ISA33497; HP30528
Lipoxins	ISA6497
Dibenzazecins	ISA38607
Enol ethers	ISA47985
Oxime ethers	ISA36816
Hydroperoxyeicosapentaenoic acids	ISA24644
Cholines	ISA23217
Steroidal glycosides	ISA61655
Glycinamide ribonucleotides	ISA24367
Epoxyeicosatrienoic acids	ISA64007
Cycloalkanes	ISA23453
Acyl bromides	ISA37579; ISA37141
Acyclic alkanes	ISA18310
Alkadienes	ISA33646
Hepoxilins	ISA36200
Clavulones and derivatives	ISA36092
Acyl chlorides	ISA36687
Acyl fluorides	ISA38110
Acyl iodides	ISA37579; ISA37142
Alkyl bromides	ISA37141
Alkyl chlorides	ISA36683
Alkyl fluorides	ISA37143
Alkyl iodides	ISA37142
Aryl bromides	ISA37141
Aryl chlorides	ISA36683
Aryl fluorides	ISA37143
Aryl iodides	ISA37142
Imidoyl bromides	ISA37141
Imidoyl chlorides	ISA36683
Imidoyl fluorides	ISA37143
Imidoyl iodides	ISA37142
Organic sulfuryl bromides	ISA33552
Organic sulfuryl chlorides	ISA33552
Organic sulfuryl fluorides	ISA33552
Organic sulfuryl iodides	ISA33552
Sulfonyl bromides	ISA33552
Sulfonyl chlorides	ISA33552
Sulfonyl fluorides	ISA33552
Sulfonyl iodides	ISA33552
Carboxamidines	ISA35359
Sulfinamidines	ISA35360
Phosphinamidines	ISA35361
Non-metal bromates	ISA22923; ISA33675
Non-metal chlorates	ISA23109; ISA33675
Non-metal chlorites	ISA23118; ISA33675
Non-metal chromates	HP35402; ISA33675
Non-metal chromites	HP35402; ISA33675
Non-metal cyanates	ISA36831; ISA33675
Phenyldithiazoles	ISA36820; ISA38101; ISA38106
Non-metal hydroxides	ISA33675; ISA52625
Non-metal hypobromites	ISA33675; HP29250
Non-metal hypochlorites	ISA33675; HP29222
Non-metal hyponitrites	ISA33675; HP33458
Non-metal hypophosphites	ISA33675; HP24759
Non-metal iodates	ISA33675; ISA24856
Non-metal nitrites	ISA33675; ISA46648
Non-metal nitrates	ISA33675; ISA51084
Non-metal orthonitrates	ISA33675; HP33458
Non-metal perbromates	ISA33675; HP29246
Non-metal perchlorates	ISA33675; HP49706
Non-metal periodates	ISA33675; HP49826
Non-metal permanganates	ISA33675; HP25939
Non-metal peroxynitrates	ISA33675; HP29270
Non-metal peroxynitrites	ISA33675; HP25941
Non-metal perrhenates	ISA33675; HP37242
Non-metal pertechnetates	ISA33675
Non-metal phosphites	ISA33675; HP26045
Non-metal phosphates	ISA33675; HP35780
Non-metal pyrophosphates	ISA33675; HP33461
Non-metal selenates	ISA33675; HP15075
Non-metal selenites	ISA33675; ISA48840
Non-metal sulfates	ISA33675; ISA24840
Non-metal sulfites	ISA33675; ISA48857
Non-metal superoxides	ISA33675
Tetrazolines	ISA35689
Non-metal peroxomonosulfates	ISA33675; HP33482
Non-metal peroxodisulfates	ISA33675; HP33482
Non-metal pyrosulfates	ISA33675; HP33482
Non-metal tetrathionates	ISA33675; HP33482
Non-metal thiosulfates	ISA33675; HP33482
Non-metal dithionites	ISA33675; HP33482
Non-metal hyposulfites	ISA33675; HP33482
Hemiaminals	ISA73080
Gal- (Gala series)	ISA63415
Acyl CoAs	ISA17984
Toluenes	ISA27024
Hemiacetals	ISA5653
Carboxylic acid derivatives	HFP33575
Imidothioesters	ISA38101; ISA33261
Acyl carnitines	ISA17387
N-acyl amines	ISA29348
Benzyloxycarbonyls	ISA33308; HFP17987
Bromobenzenes	ISA37141
Chlorobenzenes	ISA36683
Fluorobenzenes	ISA37143
Iodobenzenes	ISA37142
Acyl homoserine lactones	ISA22950; ISA37622; HFP17289
Endocannabinoids	ISA67197
"Trihydroxy bile acids, alcohols and derivatives"	ISA3098
Phthalic acid and derivatives	ISA19643
M-phthalic acid and derivatives	ISA19643
O-phthalic acid and derivatives	ISA19643
P-phthalic acid and derivatives	ISA19643
Phthalic anhydrides	ISA38831; ISA36609
"Tetrahydroxy bile acids, alcohols and derivatives"	ISA3098
Flavonoid glycosides	ISA50018
Thiocarboxylic acids and derivatives	ISA33307
Alpha-keto acids and derivatives	ISA25754
Beta-keto acids and derivatives	ISA25754
Gamma-keto acids and derivatives	ISA25754
Lipoic acids and derivatives	ISA39192; ISA48847; ISA59643
Polyprenyl phospho carbohydrates	ISA26187
Gamma-amino ketones	ISA17087; ISA50047
"Sulfonyl-1,2,3-triazoles"	ISA35727; ISA38850
"Sulfonyl-1,2,4-triazoles"	ISA35727; ISA38851
"N-sulfonyl-1,2,3-triazoles"	ISA35727; ISA35358
Thiobarbituric acid derivatives	ISA22693
Triazolopyridinones	ISA46746
Glycinated bile acids and derivatives	ISA36255
Steroid lactones	ISA26766
"2,3-diphenylfurans"	ISA24129
Acyclic monoterpenoids	ISA25409
Dithiazolethiones	ISA68452; ISA38106
Diacylglycerols	ISA18035
"1,2,4-dithiazole-3-thiones"	ISA68452; ISA38106
Sphingomyelins	ISA64583
Pyrimidodiazepines	ISA39306
Monoacylglycerols	ISA17408
Other carbohydrate conjugates	ISA78616
Triacylglycerols	ISA17855
Flavonols	ISA72010
Monocarboxylic acids and derivatives	ISA25384
Leucoanthocyanidins	ISA60835
Phosphatidylinositol phosphates	ISA28765
Harmala alkaloids	ISA61379
Sulfonylanilines	ISA35358
Chrysenes	ISA35294
Coenzyme A and derivatives	ISA37240; HFP16761
Fluoroquinolones	ISA23765; ISA37143
N-acylethanolamines	ISA52640
Indolines	ISA24828
Sphaeroane diterpenoids	ISA23849
Amino sugars	ISA28963
Imidazolidinones	ISA55370
Imidazolidinediones	ISA55370
Indanones	ISA24789
Nitro compounds	ISA35715
Organoplumbates	ISA33586
Lipoamides	ISA29347; ISA39192
Nitroquinolines and derivatives	ISA26513; ISA35715
Phenylaziridines	ISA22681
Sulfonyls	ISA35850
Pyrrolidones	ISA38275
Taurinated bile acids and derivatives	ISA23219
Pyridinones	ISA38183
Thiosulfinic acid esters	ISA33424
Urethanes	ISA23003
Organic thiophosphonic acid derivatives	ISA25716
Amidrazones	ISA35352
Carboxylic acid hydrazides	ISA35363
Carboxylic acid salts	ISA24868
Dialkyl ethers	ISA25698
Ketene acetals	ISA59769
Phosphonic acid esters	ISA37735
Epoxide amino acids and derivatives	ISA32955; ISA35352
Steroidal acyl CoAs	ISA52135
Sulfenic acid amides	ISA33261; ISA50047
Sulfenic acid esters	ISA33261; ISA36963
Sulfenic acid halides	ISA51333
Sulfinic acid amides	ISA37784
Sulfinic acid esters	ISA37784
Sulfinic acid halides	ISA37784
Sulfonic acid esters	ISA33552
Sulfonic acids	ISA33551
Organic sulfuric acids	ISA25704
Sulfuric acid amides	ISA38038
Corroles	ISA23393
Sulfuric acid diamides	ISA51871
Sulfuric acid diesters	ISA26819
Sulfuric acid monoesters	ISA26819
Sulfuric acid amide esters	ISA37826
Thioacetals	ISA59792
Thioaldehydes	ISA59786
N-acyl-alpha amino acids and derivatives	ISA51569
Thiocarbamic acid esters	ISA38127
Thiocarbamic acid halides	ISA33261; ISA50047; ISA37578
Carbamic acid halides	ISA37578; HFP28616
Organic thiocarbonic acids	HFP36958
Oxosteroids	ISA35789
Thiocarbonic acid ester halides	ISA37578; HFP36958
Thiocarbonic acid monoesters	ISA50492; HFP36958
Thiocarbonic acid diesters	ISA50492; HFP36959
Thiocarbonyl compounds	ISA50492
Thiocarboxylic acids	ISA33307
Thioesters	ISA26959
Thiocyanates	ISA26955
Thioethers	ISA16385
Phenyldithiazolethiones	ISA68452; ISA38106
Organic phosphoramides	ISA17102
Carboxylic acids	ISA33575
Organic phosphoric acid halides	ISA37579
Thiosemicarbazides	ISA35363
Thiosemicarbazones	ISA38532
Thioureas	ISA51276
Ynamines	ISA50047; ISA73474
Dihydropyranones	ISA37963
Alkylthiols	ISA47908
Pyridoindoles	ISA48888
Thiolactones	ISA60317
Heterocyclic diaryl ethers	ISA35618
Homocyclic diaryl ethers	ISA35618
Diphenyltetrazoles and derivatives	ISA46926
Pyrrolidinopyridines	ISA46771
Organic thiophosphoric acids	ISA37512
Benzyl cyanides	ISA18379
Precorrins	ISA18379
Organic perrhenates	ISA37242
Alpha-diketones	ISA51869
N-carbamoyl-alpha amino acids and derivatives	ISA51569
Aminoimidazoles	ISA22512
Imidazole carboxylic acids and derivatives	ISA24780
Imidazolyl carboxylic acids and derivatives	ISA38307
